Kód ADM,Kód obce,Název obce,Název MOMC,Název MOP,Kód èásti obce,Název èásti obce,Název ulice,Typ SO,Èíslo domovní,Èíslo orientaèní,Znak èísla orientaèního,PSÈ,Souøadnice Y,Souøadnice X,Platí Od,Jednoøádková adresa,Èíslo volebního okrsku,,
21760551,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,985,29,,13000,740932,6,1044515,93,10.07.2017,Slezská 985/29~Vinohrady~13000 Praha 3,3027
21760560,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,988,19,,13000,740918,78,1044446,64,10.07.2017,Nitranská 988/19~Vinohrady~13000 Praha 3,3027
21760578,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,988,62,,13000,740927,75,1044436,84,10.07.2017,Vinohradská 988/62~Vinohrady~13000 Praha 3,3027
21760608,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1012,26,,13000,740899,45,1044448,4,10.07.2017,Nitranská 1012/26~Vinohrady~13000 Praha 3,3027
21760616,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1012,64,,13000,740891,61,1044438,8,10.07.2017,Vinohradská 1012/64~Vinohrady~13000 Praha 3,3027
21760624,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1013,66,,13000,740875,36,1044439,64,10.07.2017,Vinohradská 1013/66~Vinohrady~13000 Praha 3,3027
21760683,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1043,16,,13000,740908,2,1044570,22,10.07.2017,Nitranská 1043/16~Vinohrady~13000 Praha 3,3027
21760691,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1046,17,,13000,740920,46,1044468,49,10.07.2017,Nitranská 1046/17~Vinohrady~13000 Praha 3,3027
21760705,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1047,15,,13000,740921,58,1044487,82,10.07.2017,Nitranská 1047/15~Vinohrady~13000 Praha 3,3027
21760845,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1151,67,,13000,740999,51,1044605,87,10.07.2017,Korunní 1151/67~Vinohrady~13000 Praha 3,3027
21760853,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,U vodárny,è.p.,1151,2,,13000,741008,1,1044594,9,10.07.2017,U vodárny 1151/2~Vinohrady~13000 Praha 3,3027
21760896,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1171,79,,13000,740864,59,1044623,41,10.07.2017,Korunní 1171/79~Vinohrady~13000 Praha 3,3027
21760900,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1172,81,,13000,740846,77,1044625,88,07.07.2017,Korunní 1172/81~Vinohrady~13000 Praha 3,3027
21760918,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1173,83,,13000,740829,49,1044628,8,10.07.2017,Korunní 1173/83~Vinohrady~13000 Praha 3,3027
21760926,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1177,27,,13000,740952,89,1044513,46,10.07.2017,Slezská 1177/27~Vinohrady~13000 Praha 3,3027
21760934,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1188,58,,13000,740959,4,1044435,71,10.07.2017,Vinohradská 1188/58~Vinohrady~13000 Praha 3,3027
21760942,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1210,60,,13000,740946,23,1044436,56,10.07.2017,Vinohradská 1210/60~Vinohrady~13000 Praha 3,3027
21760951,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,U vodárny,è.p.,1225,4,,13000,741005,54,1044574,33,10.07.2017,U vodárny 1225/4~Vinohrady~13000 Praha 3,3027
21760969,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,U vodárny,è.p.,1226,6,,13000,741003,35,1044557,33,07.07.2017,U vodárny 1226/6~Vinohrady~13000 Praha 3,3027
21760985,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1257,73,,13000,740941,1,1044613,55,22.06.2017,Korunní 1257/73~Vinohrady~13000 Praha 3,3027
28108931,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1257,5,,13000,740930,13,1044603,95,06.06.2017,Nitranská 1257/5~Vinohrady~13000 Praha 3,3027
21760993,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1258,24,,13000,740900,86,1044468,21,07.07.2017,Nitranská 1258/24~Vinohrady~13000 Praha 3,3027
21761027,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1286,78,,13000,740865,69,1044544,71,10.07.2017,Slezská 1286/78~Vinohrady~13000 Praha 3,3027
21761078,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1306,80,,13000,740852,8,1044546,36,10.07.2017,Slezská 1306/80~Vinohrady~13000 Praha 3,3027
21761086,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1307,82,,13000,740840,19,1044548,1,10.07.2017,Slezská 1307/82~Vinohrady~13000 Praha 3,3027
21761116,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1313,66,,13000,740988,81,1044528,81,10.07.2017,Slezská 1313/66~Vinohrady~13000 Praha 3,3027
21761124,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,U vodárny,è.p.,1313,8,,13000,741000,61,1044537,31,10.07.2017,U vodárny 1313/8~Vinohrady~13000 Praha 3,3027
21761141,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,1322,13,,13000,740766,7,1044604,5,10.07.2017,Øipská 1322/13~Vinohrady~13000 Praha 3,3027
21761159,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1323,84,,13000,740827,57,1044549,65,10.07.2017,Slezská 1323/84~Vinohrady~13000 Praha 3,3027
21761213,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1339,9,,13000,740927,39,1044567,75,10.07.2017,Nitranská 1339/9~Vinohrady~13000 Praha 3,3027
21761256,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1355,7,,13000,740928,21,1044584,75,10.07.2017,Nitranská 1355/7~Vinohrady~13000 Praha 3,3027
21761302,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1369,69,,13000,740980,31,1044608,6,10.07.2017,Korunní 1369/69~Vinohrady~13000 Praha 3,3027
21761311,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1370,71,,13000,740963,59,1044610,53,10.07.2017,Korunní 1370/71~Vinohrady~13000 Praha 3,3027
21761329,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1390,25,,13000,740968,52,1044511,54,10.07.2017,Slezská 1390/25~Vinohrady~13000 Praha 3,3027
21761418,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1425,72,,13000,740830,55,1044441,6,07.07.2017,Vinohradská 1425/72~Vinohrady~13000 Praha 3,3027
21761442,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1438,70,,13000,740845,11,1044441,32,10.07.2017,Vinohradská 1438/70~Vinohrady~13000 Praha 3,3027
21761451,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1443,35,,13000,740865,69,1044524,7,10.07.2017,Slezská 1443/35~Vinohrady~13000 Praha 3,3027
21761469,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1444,37,,13000,740852,8,1044526,7,10.07.2017,Slezská 1444/37~Vinohrady~13000 Praha 3,3027
21761485,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1459,11,,13000,740925,74,1044547,18,10.07.2017,Nitranská 1459/11~Vinohrady~13000 Praha 3,3027
21761493,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1459,72,,13000,740933,97,1044535,94,10.07.2017,Slezská 1459/72~Vinohrady~13000 Praha 3,3027
21761507,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1466,39,,13000,740839,91,1044527,99,10.07.2017,Slezská 1466/39~Vinohrady~13000 Praha 3,3027
21761515,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1467,41,,13000,740827,85,1044529,64,10.07.2017,Slezská 1467/41~Vinohrady~13000 Praha 3,3027
21761558,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1486,68,,13000,740971,27,1044531,1,10.07.2017,Slezská 1486/68~Vinohrady~13000 Praha 3,3027
21761566,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1487,70,,13000,740953,99,1044533,47,10.07.2017,Slezská 1487/70~Vinohrady~13000 Praha 3,3027
21761868,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Nitranská,è.p.,1625,22,,13000,740902,54,1044486,14,07.07.2017,Nitranská 1625/22~Vinohrady~13000 Praha 3,3027
21762058,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,1676,25,,13000,740771,72,1044474,9,10.07.2017,Øipská 1676/25~Vinohrady~13000 Praha 3,3027
21762066,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,1677,27,,13000,740772,29,1044454,77,07.07.2017,Øipská 1677/27~Vinohrady~13000 Praha 3,3027
21762074,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1677,78,,13000,740780,69,1044444,12,07.07.2017,Vinohradská 1677/78~Vinohrady~13000 Praha 3,3027
21762082,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1678,76,,13000,740800,2,1044443,28,10.07.2017,Vinohradská 1678/76~Vinohrady~13000 Praha 3,3027
21762091,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1679,74,,13000,740816,26,1044442,44,10.07.2017,Vinohradská 1679/74~Vinohrady~13000 Praha 3,3027
21766711,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,2386,11,,13000,740766,43,1044618,75,10.07.2017,Øipská 2386/11~Vinohrady~13000 Praha 3,3027
25018809,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,2527,39,a,13000,740830,35,1044490,56,07.07.2017,Slezská 2527/39a~Vinohrady~13000 Praha 3,3027
21759448,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,89,18,,13000,740654,75,1044459,9,10.07.2017,Perunova 89/18~Vinohrady~13000 Praha 3,3028
21759456,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,89,90,,13000,740650,58,1044450,75,10.07.2017,Vinohradská 89/90~Vinohrady~13000 Praha 3,3028
21759464,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,90,92,,13000,740617,28,1044452,52,10.07.2017,Vinohradská 90/92~Vinohrady~13000 Praha 3,3028
21759481,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,102,96,,13000,740602,72,1044453,34,10.07.2017,Vinohradská 102/96~Vinohrady~13000 Praha 3,3028
21759596,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,204,69,,13000,740572,39,1044547,78,10.07.2017,Slezská 204/69~Vinohrady~13000 Praha 3,3028
21759600,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,268,94,,13000,740634,31,1044451,41,10.07.2017,Vinohradská 268/94~Vinohrady~13000 Praha 3,3028
21759782,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,547,24,,13000,740748,8,1044491,52,10.07.2017,Øipská 547/24~Vinohrady~13000 Praha 3,3028
21759791,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,611,98,,13000,740691,84,1044561,72,10.07.2017,Slezská 611/98~Vinohrady~13000 Praha 3,3028
21759804,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,683,65,,13000,740594,3,1044546,4,10.07.2017,Slezská 683/65~Vinohrady~13000 Praha 3,3028
21759812,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,702,28,,13000,740750,9,1044455,24,10.07.2017,Øipská 702/28~Vinohrady~13000 Praha 3,3028
21759821,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,702,80,,13000,740743,3,1044446,57,10.07.2017,Vinohradská 702/80~Vinohrady~13000 Praha 3,3028
21759839,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,707,86,,13000,740696,48,1044448,82,07.07.2017,Vinohradská 707/86~Vinohrady~13000 Praha 3,3028
21759847,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,709,26,,13000,740749,45,1044475,46,10.07.2017,Øipská 709/26~Vinohrady~13000 Praha 3,3028
21759855,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,735,51,,13000,740721,73,1044540,5,10.07.2017,Slezská 735/51~Vinohrady~13000 Praha 3,3028
21759863,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,745,16,,13000,740745,31,1044585,85,10.07.2017,Øipská 745/16~Vinohrady~13000 Praha 3,3028
21759898,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,780,20,,13000,740747,5,1044530,46,10.07.2017,Øipská 780/20~Vinohrady~13000 Praha 3,3028
21759901,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,780,49,,13000,740738,73,1044538,96,10.07.2017,Slezská 780/49~Vinohrady~13000 Praha 3,3028
21759910,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,787,9,,13000,740660,58,1044571,59,10.07.2017,Perunova 787/9~Vinohrady~13000 Praha 3,3028
21759928,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,787,100,,13000,740671,55,1044562,27,10.07.2017,Slezská 787/100~Vinohrady~13000 Praha 3,3028
21759936,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,788,19,,13000,740673,69,1044459,41,10.07.2017,Perunova 788/19~Vinohrady~13000 Praha 3,3028
21759944,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,788,88,,13000,740681,39,1044449,79,10.07.2017,Vinohradská 788/88~Vinohrady~13000 Praha 3,3028
21759961,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,797,82,,13000,740725,37,1044446,9,10.07.2017,Vinohradská 797/82~Vinohrady~13000 Praha 3,3028
21759979,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,798,15,,13000,740669,2,1044496,33,10.07.2017,Perunova 798/15~Vinohrady~13000 Praha 3,3028
21759987,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,804,17,,13000,740671,45,1044480,6,10.07.2017,Perunova 804/17~Vinohrady~13000 Praha 3,3028
21759995,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,805,94,,13000,740717,7,1044560,89,10.07.2017,Slezská 805/94~Vinohrady~13000 Praha 3,3028
21760004,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,806,91,,13000,740736,54,1044639,32,10.07.2017,Korunní 806/91~Vinohrady~13000 Praha 3,3028
28108892,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,806,10,,13000,740743,94,1044628,9,06.06.2017,Øipská 806/10~Vinohrady~13000 Praha 3,3028
21760039,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,819,93,,13000,740718,98,1044640,69,10.07.2017,Korunní 819/93~Vinohrady~13000 Praha 3,3028
21760047,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,828,18,,13000,740746,13,1044567,48,10.07.2017,Øipská 828/18~Vinohrady~13000 Praha 3,3028
21760055,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,828,92,,13000,740734,7,1044560,7,10.07.2017,Slezská 828/92~Vinohrady~13000 Praha 3,3028
21760063,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,832,55,,13000,740691,84,1044541,7,10.07.2017,Slezská 832/55~Vinohrady~13000 Praha 3,3028
21760080,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,844,96,,13000,740703,9,1044561,45,10.07.2017,Slezská 844/96~Vinohrady~13000 Praha 3,3028
21760136,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,850,53,,13000,740709,11,1044540,88,10.07.2017,Slezská 850/53~Vinohrady~13000 Praha 3,3028
21760276,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,880,101,,13000,740662,22,1044647,10.07.2017,Korunní 880/101~Vinohrady~13000 Praha 3,3028,
21760284,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,880,1,,13000,740653,17,1044636,3,10.07.2017,Perunova 880/1~Vinohrady~13000 Praha 3,3028
21760292,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,886,95,,13000,740706,64,1044642,34,10.07.2017,Korunní 886/95~Vinohrady~13000 Praha 3,3028
24987077,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,889,7,,13000,740658,38,1044589,14,10.07.2017,Perunova 889/7~Vinohrady~13000 Praha 3,3028
21760390,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,919,5,,13000,740657,29,1044602,3,10.07.2017,Perunova 919/5~Vinohrady~13000 Praha 3,3028
21760411,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,930,13,,13000,740667,43,1044511,26,07.07.2017,Perunova 930/13~Vinohrady~13000 Praha 3,3028
21760462,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,961,3,,13000,740655,64,1044618,48,10.07.2017,Perunova 961/3~Vinohrady~13000 Praha 3,3028
21760501,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,975,6,,13000,740640,1,1044589,49,10.07.2017,Perunova 975/6~Vinohrady~13000 Praha 3,3028
21760519,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,975,102,,13000,740618,73,1044565,19,10.07.2017,Slezská 975/102~Vinohrady~13000 Praha 3,3028
21760527,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,979,97,,13000,740693,21,1044643,71,10.07.2017,Korunní 979/97~Vinohrady~13000 Praha 3,3028
21760535,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,981,57,,13000,740671,1044542,25,07.07.2017,Slezská 981/57~Vinohrady~13000 Praha 3,3028,
22772774,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,981,11,,13000,740665,24,1044531,28,07.07.2017,Perunova 981/11~Vinohrady~13000 Praha 3,3028
21760586,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1011,103,,13000,740624,1044651,57,10.07.2017,Korunní 1011/103~Vinohrady~13000 Praha 3,3028,
21760594,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,1011,2,,13000,740634,54,1044640,15,10.07.2017,Perunova 1011/2~Vinohrady~13000 Praha 3,3028
21760675,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1038,99,,13000,740680,5,1044645,36,10.07.2017,Korunní 1038/99~Vinohrady~13000 Praha 3,3028
21760713,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,1054,12,,13000,740744,76,1044611,9,10.07.2017,Øipská 1054/12~Vinohrady~13000 Praha 3,3028
21760721,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,1055,14,,13000,740744,76,1044600,66,10.07.2017,Øipská 1055/14~Vinohrady~13000 Praha 3,3028
21760756,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1065,107,,13000,740588,27,1044655,37,10.07.2017,Korunní 1065/107~Vinohrady~13000 Praha 3,3028
21760764,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1075,105,,13000,740605,26,1044653,62,10.07.2017,Korunní 1075/105~Vinohrady~13000 Praha 3,3028
21760781,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,1109,8,,13000,740646,59,1044533,2,10.07.2017,Perunova 1109/8~Vinohrady~13000 Praha 3,3028
21760799,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1109,59,,13000,740638,64,1044543,34,10.07.2017,Slezská 1109/59~Vinohrady~13000 Praha 3,3028
21760802,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,1110,4,,13000,740636,1044624,4,10.07.2017,Perunova 1110/4~Vinohrady~13000 Praha 3,3028,
21760811,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1124,61,,13000,740623,53,1044544,3,07.07.2017,Slezská 1124/61~Vinohrady~13000 Praha 3,3028
21760977,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,1229,14,,13000,740651,54,1044488,63,07.07.2017,Perunova 1229/14~Vinohrady~13000 Praha 3,3028
21761001,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,1259,16,,13000,740652,83,1044475,14,07.07.2017,Perunova 1259/16~Vinohrady~13000 Praha 3,3028
21761175,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,1327,12,,13000,740649,94,1044500,82,10.07.2017,Perunova 1327/12~Vinohrady~13000 Praha 3,3028
21761205,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1337,106,,13000,740574,22,1044567,53,10.07.2017,Slezská 1337/106~Vinohrady~13000 Praha 3,3028
21761221,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1340,104,,13000,740587,98,1044566,66,10.07.2017,Slezská 1340/104~Vinohrady~13000 Praha 3,3028
21761230,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1344,67,,13000,740583,17,1044547,9,07.07.2017,Slezská 1344/67~Vinohrady~13000 Praha 3,3028
21761370,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Perunova,è.p.,1412,10,,13000,740648,24,1044514,83,07.07.2017,Perunova 1412/10~Vinohrady~13000 Praha 3,3028
21761787,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1594,84,,13000,740710,93,1044448,18,10.07.2017,Vinohradská 1594/84~Vinohrady~13000 Praha 3,3028
21761841,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Øipská,è.p.,1615,22,,13000,740748,32,1044512,9,10.07.2017,Øipská 1615/22~Vinohrady~13000 Praha 3,3028
21761965,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1655,63,,13000,740609,61,1044545,35,10.07.2017,Slezská 1655/63~Vinohrady~13000 Praha 3,3028
21762104,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1683,73,,13000,740542,82,1044548,82,10.07.2017,Slezská 1683/73~Vinohrady~13000 Praha 3,3028
21762228,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1704,98,,13000,740589,26,1044454,44,10.07.2017,Vinohradská 1704/98~Vinohrady~13000 Praha 3,3028
21762252,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1710,100,,13000,740572,78,1044455,54,10.07.2017,Vinohradská 1710/100~Vinohrady~13000 Praha 3,3028
21762317,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1720,102,,13000,740557,68,1044456,9,22.06.2017,Vinohradská 1720/102~Vinohrady~13000 Praha 3,3028
21762589,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1753,110,,13000,740542,1,1044569,29,07.07.2017,Slezská 1753/110~Vinohrady~13000 Praha 3,3028
21762732,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Kolínská,è.p.,1779,1,,13000,740503,7,1044653,32,10.07.2017,Kolínská 1779/1~Vinohrady~13000 Praha 3,3028
21762741,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1779,115,,13000,740512,73,1044664,74,10.07.2017,Korunní 1779/115~Vinohrady~13000 Praha 3,3028
21762813,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,1785,69,a,13000,740567,54,1044523,18,10.07.2017,Slezská 1785/69a~Vinohrady~13000 Praha 3,3028
21762961,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1901,111,,13000,740552,85,1044659,77,10.07.2017,Korunní 1901/111~Vinohrady~13000 Praha 3,3028
21762970,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1902,113,,13000,740535,28,1044662,11,10.07.2017,Korunní 1902/113~Vinohrady~13000 Praha 3,3028
21763178,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,1961,109,,13000,740570,41,1044657,71,10.07.2017,Korunní 1961/109~Vinohrady~13000 Praha 3,3028
21765227,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,2199,108,,13000,740560,16,1044568,41,07.07.2017,Slezská 2199/108~Vinohrady~13000 Praha 3,3028
21766207,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,2332,71,,13000,740557,77,1044548,13,07.07.2017,Slezská 2332/71~Vinohrady~13000 Praha 3,3028
22719521,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Korunní,è.p.,2512,95,,13000,740696,21,1044612,49,07.07.2017,Korunní 2512/95~Vinohrady~13000 Praha 3,3028
25153960,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Slezská,è.p.,2530,65,a,13000,740599,63,1044502,42,10.07.2017,Slezská 2530/65a~Vinohrady~13000 Praha 3,3028
21762007,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Kolínská,è.p.,1661,17,,13000,740524,72,1044484,38,07.07.2017,Kolínská 1661/17~Vinohrady~13000 Praha 3,3029
21762023,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Kolínská,è.p.,1666,19,,13000,740526,91,1044466,8,10.07.2017,Kolínská 1666/19~Vinohrady~13000 Praha 3,3029
21762031,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Vinohradská,è.p.,1666,104,,13000,740537,63,1044457,46,10.07.2017,Vinohradská 1666/104~Vinohrady~13000 Praha 3,3029
21762155,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Kolínská,è.p.,1686,13,,13000,740520,2,1044515,8,10.07.2017,Kolínská 1686/13~Vinohrady~13000 Praha 3,3029
21762236,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Kolínská,è.p.,1707,18,,13000,740500,1044493,44,10.07.2017,Kolínská 1707/18~Vinohrady~13000 Praha 3,3029,
21762279,554782,Praha,Praha 3,Praha 3,490229,Vinohrady,Kolínská,è.p.,1718,11,,13000,740517,77,1044536,3,10.07.2017,Kolínská 1718/11~Vinohrady~13000 Praha 3,3029
