Kód ADM,Kód obce,Název obce,Název MOMC,Název MOP,Kód èásti obce,Název èásti obce,Název ulice,Typ SO,Èíslo domovní,Èíslo orientaèní,Znak èísla orientaèního,PSÈ,Souøadnice Y,Souøadnice X,Platí Od,Jednoøádková adresa,Èíslo volebního okrsku,,
21776580,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,947,63,,13000,740764,45,1043746,1,10.07.2017,Boøivojova 947/63~Žižkov~13000 Praha 3,3007
21777845,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,1068,69,,13000,740836,37,1043761,21,10.07.2017,Boøivojova 1068/69~Žižkov~13000 Praha 3,3007
21777853,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1068,13,,13000,740827,33,1043770,55,10.07.2017,Chvalova 1068/13~Žižkov~13000 Praha 3,3007
21778060,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Fibichova,è.p.,1089,6,,13000,740890,52,1043889,9,10.07.2017,Fibichova 1089/6~Žižkov~13000 Praha 3,3007
21778078,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1089,22,,13000,740880,27,1043877,71,10.07.2017,Kubelíkova 1089/22~Žižkov~13000 Praha 3,3007
21778094,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1091,7,,13000,740839,6,1043811,46,10.07.2017,Chvalova 1091/7~Žižkov~13000 Praha 3,3007
21778116,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1093,28,,13000,740827,93,1043879,4,10.07.2017,Kubelíkova 1093/28~Žižkov~13000 Praha 3,3007
21778175,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1097,11,,13000,740832,78,1043788,28,10.07.2017,Chvalova 1097/11~Žižkov~13000 Praha 3,3007
21778264,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1105,3,,13000,740846,76,1043834,98,10.07.2017,Chvalova 1105/3~Žižkov~13000 Praha 3,3007
21778302,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1108,30,,13000,740812,74,1043880,7,10.07.2017,Kubelíkova 1108/30~Žižkov~13000 Praha 3,3007
21778329,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1111,26,,13000,740842,79,1043878,72,10.07.2017,Kubelíkova 1111/26~Žižkov~13000 Praha 3,3007
21778418,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1119,1,,13000,740850,85,1043848,95,10.07.2017,Chvalova 1119/1~Žižkov~13000 Praha 3,3007
21778426,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1119,31,,13000,740863,39,1043855,42,10.07.2017,Kubelíkova 1119/31~Žižkov~13000 Praha 3,3007
21778442,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1121,9,,13000,740836,19,1043800,89,10.07.2017,Chvalova 1121/9~Žižkov~13000 Praha 3,3007
21778477,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1123,2,,13000,740829,38,1043846,91,10.07.2017,Chvalova 1123/2~Žižkov~13000 Praha 3,3007
21778485,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1123,33,,13000,740820,16,1043856,44,10.07.2017,Kubelíkova 1123/33~Žižkov~13000 Praha 3,3007
21778515,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1125,24,,13000,740859,1043878,39,10.07.2017,Kubelíkova 1125/24~Žižkov~13000 Praha 3,3007,
21778949,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1158,5,,13000,740843,1,1043823,5,10.07.2017,Chvalova 1158/5~Žižkov~13000 Praha 3,3007
21779155,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1180,6,,13000,740818,47,1043810,44,10.07.2017,Chvalova 1180/6~Žižkov~13000 Praha 3,3007
21779163,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1181,35,,13000,740800,58,1043857,11,10.07.2017,Kubelíkova 1181/35~Žižkov~13000 Praha 3,3007
21779236,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1189,29,,13000,740887,3,1043854,75,10.07.2017,Kubelíkova 1189/29~Žižkov~13000 Praha 3,3007
22771093,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Víta Nejedlého,è.p.,1189,2,,13000,740898,13,1043843,1,10.07.2017,Víta Nejedlého 1189/2~Žižkov~13000 Praha 3,3007
21779384,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1202,8,,13000,740814,38,1043796,12,10.07.2017,Chvalova 1202/8~Žižkov~13000 Praha 3,3007
21779449,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1208,39,,13000,740736,42,1043859,14,10.07.2017,Kubelíkova 1208/39~Žižkov~13000 Praha 3,3007
21779457,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1209,32,,13000,740798,22,1043880,41,10.07.2017,Kubelíkova 1209/32~Žižkov~13000 Praha 3,3007
21779503,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1215,36,,13000,740764,45,1043881,43,10.07.2017,Kubelíkova 1215/36~Žižkov~13000 Praha 3,3007
21779546,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1219,34,,13000,740782,34,1043880,75,10.07.2017,Kubelíkova 1219/34~Žižkov~13000 Praha 3,3007
21779571,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1221,37,,13000,740764,11,1043858,12,10.07.2017,Kubelíkova 1221/37~Žižkov~13000 Praha 3,3007
21779589,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1222,4,,13000,740822,56,1043825,43,10.07.2017,Chvalova 1222/4~Žižkov~13000 Praha 3,3007
21779601,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1224,19,,13000,740701,21,1043891,82,10.07.2017,Èajkovského 1224/19~Žižkov~13000 Praha 3,3007
21779619,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1224,42,,13000,740711,43,1043883,11,10.07.2017,Kubelíkova 1224/42~Žižkov~13000 Praha 3,3007
21779864,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1247,40,,13000,740731,2,1043882,44,10.07.2017,Kubelíkova 1247/40~Žižkov~13000 Praha 3,3007
21779872,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1248,38,,13000,740748,24,1043882,1,10.07.2017,Kubelíkova 1248/38~Žižkov~13000 Praha 3,3007
21780072,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1265,21,,13000,740707,32,1043848,73,10.07.2017,Èajkovského 1265/21~Žižkov~13000 Praha 3,3007
21780081,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1265,41,,13000,740717,51,1043859,81,10.07.2017,Kubelíkova 1265/41~Žižkov~13000 Praha 3,3007
21783853,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,1577,67,,13000,740794,5,1043752,77,10.07.2017,Boøivojova 1577/67~Žižkov~13000 Praha 3,3007
21783861,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1577,12,,13000,740803,81,1043762,37,10.07.2017,Chvalova 1577/12~Žižkov~13000 Praha 3,3007
21785147,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1671,25,,13000,740713,77,1043812,77,10.07.2017,Èajkovského 1671/25~Žižkov~13000 Praha 3,3007
21785155,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1672,24,,13000,740688,66,1043821,93,10.07.2017,Èajkovského 1672/24~Žižkov~13000 Praha 3,3007
21785325,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1684,29,,13000,740718,52,1043782,91,10.07.2017,Èajkovského 1684/29~Žižkov~13000 Praha 3,3007
21785376,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1688,27,,13000,740715,8,1043798,18,10.07.2017,Èajkovského 1688/27~Žižkov~13000 Praha 3,3007
21785384,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1689,23,,13000,740711,39,1043827,36,10.07.2017,Èajkovského 1689/23~Žižkov~13000 Praha 3,3007
21785473,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Chvalova,è.p.,1696,10,,13000,740809,26,1043780,78,10.07.2017,Chvalova 1696/10~Žižkov~13000 Praha 3,3007
21785635,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1708,30,,13000,740695,11,1043780,88,10.07.2017,Èajkovského 1708/30~Žižkov~13000 Praha 3,3007
21785643,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1709,28,,13000,740693,7,1043794,45,10.07.2017,Èajkovského 1709/28~Žižkov~13000 Praha 3,3007
21785651,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1710,26,,13000,740690,2,1043808,7,10.07.2017,Èajkovského 1710/26~Žižkov~13000 Praha 3,3007
21785732,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1716,22,,13000,740685,95,1043836,18,10.07.2017,Èajkovského 1716/22~Žižkov~13000 Praha 3,3007
21786216,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,1753,31,,13000,740720,89,1043767,98,10.07.2017,Èajkovského 1753/31~Žižkov~13000 Praha 3,3007
21767564,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,47,12,,13000,741035,23,1044151,58,10.07.2017,Slavíkova 47/12~Žižkov~13000 Praha 3,3008
21777594,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,1047,10,,13000,741029,14,1044168,4,10.07.2017,Slavíkova 1047/10~Žižkov~13000 Praha 3,3008
21779244,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,1190,18,,13000,741054,9,1044102,26,10.07.2017,Slavíkova 1190/18~Žižkov~13000 Praha 3,3008
21779252,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Zvonaøova,è.p.,1190,2,,13000,741050,17,1044087,76,10.07.2017,Zvonaøova 1190/2~Žižkov~13000 Praha 3,3008
21779325,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,1198,14,,13000,741041,3,1044137,7,10.07.2017,Slavíkova 1198/14~Žižkov~13000 Praha 3,3008
21779333,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Zvonaøova,è.p.,1199,4,,13000,741032,48,1044082,24,10.07.2017,Zvonaøova 1199/4~Žižkov~13000 Praha 3,3008
21779406,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,1204,16,,13000,741046,26,1044122,57,10.07.2017,Slavíkova 1204/16~Žižkov~13000 Praha 3,3008
21779899,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1250,16,,13000,741004,71,1043900,34,10.07.2017,Kubelíkova 1250/16~Žižkov~13000 Praha 3,3008
21779902,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,1250,10,,13000,741016,2,1043917,97,10.07.2017,Ševèíkova 1250/10~Žižkov~13000 Praha 3,3008
21779945,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Blodkova,è.p.,1254,2,,13000,740919,19,1044150,71,10.07.2017,Blodkova 1254/2~Žižkov~13000 Praha 3,3008
21779953,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ondøíèkova,è.p.,1254,11,,13000,740907,16,1044155,93,10.07.2017,Ondøíèkova 1254/11~Žižkov~13000 Praha 3,3008
21779961,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Blodkova,è.p.,1255,9,,13000,740965,3,1044100,81,10.07.2017,Blodkova 1255/9~Žižkov~13000 Praha 3,3008
21779970,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,1255,9,,13000,740976,34,1044091,82,10.07.2017,Škroupovo námìstí 1255/9~Žižkov~13000 Praha 3,3008
21780056,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Blodkova,è.p.,1263,7,,13000,740959,23,1044115,2,10.07.2017,Blodkova 1263/7~Žižkov~13000 Praha 3,3008
21780064,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Blodkova,è.p.,1264,5,,13000,740953,43,1044127,79,10.07.2017,Blodkova 1264/5~Žižkov~13000 Praha 3,3008
21780099,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Blodkova,è.p.,1266,3,,13000,740947,91,1044141,42,10.07.2017,Blodkova 1266/3~Žižkov~13000 Praha 3,3008
21780170,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,1276,10,,13000,740990,85,1044088,34,10.07.2017,Škroupovo námìstí 1276/10~Žižkov~13000 Praha 3,3008
21780218,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Blodkova,è.p.,1280,8,,13000,740943,27,1044091,53,10.07.2017,Blodkova 1280/8~Žižkov~13000 Praha 3,3008
21780226,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,1280,8,,13000,740943,56,1044078,47,10.07.2017,Škroupovo námìstí 1280/8~Žižkov~13000 Praha 3,3008
21780234,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pospíšilova,è.p.,1281,3,,13000,740916,58,1044017,55,10.07.2017,Pospíšilova 1281/3~Žižkov~13000 Praha 3,3008
21780242,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pospíšilova,è.p.,1282,1,,13000,740930,22,1044021,9,10.07.2017,Pospíšilova 1282/1~Žižkov~13000 Praha 3,3008
21780251,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,1282,5,,13000,740944,43,1044020,16,10.07.2017,Škroupovo námìstí 1282/5~Žižkov~13000 Praha 3,3008
21780269,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,1283,4,,13000,740956,62,1044011,75,10.07.2017,Škroupovo námìstí 1283/4~Žižkov~13000 Praha 3,3008
21780285,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,1286,2,,13000,740980,98,1044003,34,10.07.2017,Ševèíkova 1286/2~Žižkov~13000 Praha 3,3008
21780293,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,1286,3,,13000,740971,7,1044007,98,10.07.2017,Škroupovo námìstí 1286/3~Žižkov~13000 Praha 3,3008
21780323,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1288,10,,13000,740979,9,1043977,63,10.07.2017,Køížkovského 1288/10~Žižkov~13000 Praha 3,3008
21780331,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,1288,4,,13000,740986,7,1043989,3,10.07.2017,Ševèíkova 1288/4~Žižkov~13000 Praha 3,3008
21780382,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1292,13,,13000,740969,23,1043950,57,10.07.2017,Køížkovského 1292/13~Žižkov~13000 Praha 3,3008
21780404,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,1294,1,,13000,741004,48,1044007,11,10.07.2017,Ševèíkova 1294/1~Žižkov~13000 Praha 3,3008
21780412,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Zvonaøova,è.p.,1295,5,,13000,741025,51,1044055,26,10.07.2017,Zvonaøova 1295/5~Žižkov~13000 Praha 3,3008
21780421,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Zvonaøova,è.p.,1296,3,,13000,741042,63,1044060,78,10.07.2017,Zvonaøova 1296/3~Žižkov~13000 Praha 3,3008
21781389,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Blodkova,è.p.,1372,6,,13000,740936,2,1044109,22,10.07.2017,Blodkova 1372/6~Žižkov~13000 Praha 3,3008
21781460,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,1379,20,,13000,741074,69,1044064,84,10.07.2017,Slavíkova 1379/20~Žižkov~13000 Praha 3,3008
21781478,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Zvonaøova,è.p.,1379,1,,13000,741060,4,1044066,58,10.07.2017,Zvonaøova 1379/1~Žižkov~13000 Praha 3,3008
21781974,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1421,11,,13000,740988,18,1043955,98,10.07.2017,Køížkovského 1421/11~Žižkov~13000 Praha 3,3008
21781982,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,1421,6,,13000,741002,6,1043951,58,10.07.2017,Ševèíkova 1421/6~Žižkov~13000 Praha 3,3008
21781991,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1422,15,,13000,740952,2,1043945,93,10.07.2017,Køížkovského 1422/15~Žižkov~13000 Praha 3,3008
21782067,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1429,12,,13000,740959,76,1043972,22,10.07.2017,Køížkovského 1429/12~Žižkov~13000 Praha 3,3008
21782075,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1430,14,,13000,740945,84,1043968,74,10.07.2017,Køížkovského 1430/14~Žižkov~13000 Praha 3,3008
21782539,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,1475,7,,13000,740935,44,1044066,87,10.07.2017,Škroupovo námìstí 1475/7~Žižkov~13000 Praha 3,3008
21782547,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Blodkova,è.p.,1476,4,,13000,740928,19,1044127,21,10.07.2017,Blodkova 1476/4~Žižkov~13000 Praha 3,3008
21782571,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,1478,8,,13000,741009,27,1043935,67,10.07.2017,Ševèíkova 1478/8~Žižkov~13000 Praha 3,3008
21782725,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Kubelíkova,è.p.,1490,14,,13000,741053,5,1043911,82,10.07.2017,Kubelíkova 1490/14~Žižkov~13000 Praha 3,3008
21782733,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,1490,9,,13000,741041,6,1043918,48,10.07.2017,Ševèíkova 1490/9~Žižkov~13000 Praha 3,3008
21782741,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1491,5,,13000,741080,97,1043980,34,10.07.2017,Køížkovského 1491/5~Žižkov~13000 Praha 3,3008
21782750,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1492,7,,13000,741064,35,1043976,47,10.07.2017,Køížkovského 1492/7~Žižkov~13000 Praha 3,3008
21782768,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,1493,5,,13000,741025,44,1043956,19,10.07.2017,Ševèíkova 1493/5~Žižkov~13000 Praha 3,3008
21782831,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1499,2,,13000,741086,29,1044006,82,10.07.2017,Køížkovského 1499/2~Žižkov~13000 Praha 3,3008
21782849,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,1499,22,,13000,741095,86,1044036,12,10.07.2017,Slavíkova 1499/22~Žižkov~13000 Praha 3,3008
22694978,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1500,17,,13000,740938,15,1043942,14,10.07.2017,Køížkovského 1500/17~Žižkov~13000 Praha 3,3008
21783233,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pospíšilova,è.p.,1524,4,,13000,740908,46,1044039,6,10.07.2017,Pospíšilova 1524/4~Žižkov~13000 Praha 3,3008
21783284,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Pospíšilova,è.p.,1528,2,,13000,740922,97,1044044,82,10.07.2017,Pospíšilova 1528/2~Žižkov~13000 Praha 3,3008
21783292,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,1528,6,,13000,740932,25,1044054,1,10.07.2017,Škroupovo námìstí 1528/6~Žižkov~13000 Praha 3,3008
21783918,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,1580,11,,13000,741004,19,1044079,5,10.07.2017,Škroupovo námìstí 1580/11~Žižkov~13000 Praha 3,3008
21783926,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Zvonaøova,è.p.,1580,6,,13000,741015,36,1044076,44,10.07.2017,Zvonaøova 1580/6~Žižkov~13000 Praha 3,3008
21783934,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,1581,24,,13000,741132,16,1043986,87,10.07.2017,Slavíkova 1581/24~Žižkov~13000 Praha 3,3008
21783942,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1582,3,,13000,741097,21,1043985,75,10.07.2017,Køížkovského 1582/3~Žižkov~13000 Praha 3,3008
21783969,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,1583,30,,13000,741158,7,1043952,33,10.07.2017,Slavíkova 1583/30~Žižkov~13000 Praha 3,3008
21783977,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1584,18,,13000,740911,81,1043958,69,10.07.2017,Køížkovského 1584/18~Žižkov~13000 Praha 3,3008
22771425,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Fibichova,è.p.,1584,17,,13000,740900,35,1043966,10.07.2017,Fibichova 1584/17~Žižkov~13000 Praha 3,3008,
21783985,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,1585,16,,13000,740930,37,1043964,48,10.07.2017,Køížkovského 1585/16~Žižkov~13000 Praha 3,3008
21793981,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,2420,4,,13000,741043,41,1043994,95,10.07.2017,Køížkovského 2420/4~Žižkov~13000 Praha 3,3008
21793999,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,2420,6,,13000,741029,1,1043991,65,10.07.2017,Køížkovského 2420/6~Žižkov~13000 Praha 3,3008
21794006,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,2420,8,,13000,741018,83,1043988,35,10.07.2017,Køížkovského 2420/8~Žižkov~13000 Praha 3,3008
21794014,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,2420,3,,13000,741010,56,1043991,86,10.07.2017,Ševèíkova 2420/3~Žižkov~13000 Praha 3,3008
22712241,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,2709,2,,13000,741008,87,1044026,68,10.07.2017,Škroupovo námìstí 2709/2~Žižkov~13000 Praha 3,3008
22712747,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Škroupovo námìstí,è.p.,2710,1,,13000,741015,54,1044044,35,22.06.2017,Škroupovo námìstí 2710/1~Žižkov~13000 Praha 3,3008
22723609,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,2727,9,,13000,741047,79,1043972,10.07.2017,Køížkovského 2727/9~Žižkov~13000 Praha 3,3008,
22723617,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ševèíkova,è.p.,2728,7,,13000,741038,79,1043937,66,10.07.2017,Ševèíkova 2728/7~Žižkov~13000 Praha 3,3008
22723625,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,2729,28,,13000,741153,79,1043957,66,10.07.2017,Slavíkova 2729/28~Žižkov~13000 Praha 3,3008
22723641,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Slavíkova,è.p.,2731,26,,13000,741144,3,1043971,88,10.07.2017,Slavíkova 2731/26~Žižkov~13000 Praha 3,3008
22723668,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Køížkovského,è.p.,2732,1,,13000,741133,9,1043987,18,22.06.2017,Køížkovského 2732/1~Žižkov~13000 Praha 3,3008
22736352,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Èajkovského,è.p.,12,12,a,13000,740636,67,1043938,56,10.07.2017,Èajkovského 12/12a~Žižkov~13000 Praha 3,3009
21767262,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Fibichova,è.p.,13,2,,13000,740881,1,1043939,5,22.06.2017,Fibichova 13/2~Žižkov~13000 Praha 3,3009
21770611,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ondøíèkova,è.p.,383,31,,13000,740560,75,1043977,92,10.07.2017,Ondøíèkova 383/31~Žižkov~13000 Praha 3,3009
21770620,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ondøíèkova,è.p.,384,33,,13000,740543,27,1043975,48,10.07.2017,Ondøíèkova 384/33~Žižkov~13000 Praha 3,3009
21770638,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ondøíèkova,è.p.,385,35,,13000,740525,22,1043973,22,10.07.2017,Ondøíèkova 385/35~Žižkov~13000 Praha 3,3009
21770701,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ondøíèkova,è.p.,391,37,,13000,740506,99,1043968,52,10.07.2017,Ondøíèkova 391/37~Žižkov~13000 Praha 3,3009
21771821,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,503,25,,13000,740586,23,1043998,79,10.07.2017,Boøivojova 503/25~Žižkov~13000 Praha 3,3009
21771839,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ondøíèkova,è.p.,503,29,,13000,740594,4,1044013,82,10.07.2017,Ondøíèkova 503/29~Žižkov~13000 Praha 3,3009
21772991,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Ondøíèkova,è.p.,609,27,,13000,740610,34,1044022,6,10.07.2017,Ondøíèkova 609/27~Žižkov~13000 Praha 3,3009
21775346,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,824,29,,13000,740591,2,1043961,19,10.07.2017,Boøivojova 824/29~Žižkov~13000 Praha 3,3009
21775354,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,825,31,,13000,740592,52,1043946,34,10.07.2017,Boøivojova 825/31~Žižkov~13000 Praha 3,3009
21775397,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,828,33,,13000,740594,4,1043931,86,10.07.2017,Boøivojova 828/33~Žižkov~13000 Praha 3,3009
21775834,554782,Praha,Praha 3,Praha 3,490261,Žižkov,Boøivojova,è.p.,878,35,,13000,740595,91,1043920,77,10.07.2017,Boøivojova 878/35~Žižkov~13000 Praha 3,3009
