CITY,STREET,ZIP CODE,CO,HLASY,PERCENT
Praha,Ševčíkova,13000,3008,4151,29.11143838978891
Praha,Blodkova,13000,3008,4151,29.11143838978891
Praha,Ondříčkova,13000,3008,4151,29.11143838978891
Praha,Škroupovo náměstí,13000,3008,4151,29.11143838978891
Praha,Pospíšilova,13000,3008,4151,29.11143838978891
Praha,Křížkovského,13000,3008,4151,29.11143838978891
Praha,Mahlerovy sady,13000,3009,3900,31.525341524533186
Praha,Táboritská,13000,3010,3120,31.797798613942113
Praha,Tachovské náměstí,13000,3011,3488,32.45556899599889
Praha,Havlíčkovo náměstí,13000,3011,3488,32.45556899599889
Praha,Sabinova,13000,3011,3488,32.45556899599889
Praha,Koněvova,13000,3011,3488,32.45556899599889
Praha,Roháčova,13000,3011,3488,32.45556899599889
Praha,Rokycanova,13000,3011,3488,32.45556899599889
Praha,Lupáčova,13000,3011,3488,32.45556899599889
Praha,Jeseniova,13000,3011,3488,32.45556899599889
Praha,Chelčického,13000,3011,3488,32.45556899599889
Praha,Lukášova,13000,3012,2305,27.220122815304677
Praha,Kališnická,13000,3012,2305,27.220122815304677
Praha,Domažlická,13000,3012,2305,27.220122815304677
Praha,Ostromečská,13000,3012,2305,27.220122815304677
Praha,Hájkova,13000,3012,2305,27.220122815304677
Praha,Zelenky-Hajského,13000,3012,2305,27.220122815304677
Praha,Jana Želivského,13000,3012,2305,27.220122815304677
Praha,Blahoslavova,13000,3013,4579,37.64696209816657
Praha,Českobratrská,13000,3014,7144,48.727917604529026
